dallas,144.930247,-37.681105,57,0,0.0
jacana,144.930247,-37.681105,33,1,0.030303030303030304
coolaroo,144.923609,-37.653917,92,2,0.021739130434782608
meadow heights,144.923609,-37.653917,89,2,0.02247191011235955
attwood,144.88849199999999,-37.673182000000004,18,0,0.0
westmeadows,144.88849199999999,-37.673182000000004,43,2,0.046511627906976744
north melbourne,144.94355900000002,-37.8006,298,3,0.010067114093959731
parkville,144.948903,-37.788996000000004,243,2,0.00823045267489712
carlton,144.966112,-37.803569,319,3,0.009404388714733543
carlton north,144.96724,-37.786971,193,1,0.0051813471502590676
princes hill,144.96724,-37.786971,19,0,0.0
brunswick west,144.942222,-37.763584,148,1,0.006756756756756757
brunswick,144.96010800000002,-37.766292,371,5,0.013477088948787063
brunswick east,144.97728,-37.770012,158,3,0.0189873417721519
coburg,144.964524,-37.739901,351,7,0.019943019943019943
coburg north,144.964524,-37.739901,132,3,0.022727272727272728
greenvale,144.879626,-37.639887,112,2,0.017857142857142856
fawkner,144.967874,-37.707326,173,4,0.023121387283236993
campbellfield,144.956763,-37.666265,240,2,0.008333333333333333
somerton,144.932557,-37.632985999999995,73,0,0.0
oaklands junction,144.85608200000001,-37.595015000000004,16,0,0.0
yuroke,144.85608200000001,-37.595015000000004,14,0,0.0
craigieburn,144.942199,-37.546521999999996,359,12,0.033426183844011144
donnybrook,144.942199,-37.546521999999996,5,0,0.0
kalkallo,144.942199,-37.546521999999996,12,0,0.0
mickleham,144.942199,-37.546521999999996,43,1,0.023255813953488372
roxburgh park,144.942199,-37.546521999999996,195,9,0.046153846153846156
fitzroy,144.977795,-37.802608,276,0,0.0
collingwood,144.986906,-37.804846000000005,199,5,0.02512562814070352
abbotsford,144.998203,-37.803515000000004,182,5,0.027472527472527472
clifton hill,144.98622,-37.790974,97,1,0.010309278350515464
fitzroy north,144.98622,-37.790974,235,4,0.01702127659574468
northcote,144.999745,-37.774064,248,0,0.0
thornbury,145.00700600000002,-37.759426,201,4,0.01990049751243781
preston,145.005702,-37.742470000000004,555,6,0.010810810810810811
reservoir,145.005955,-37.712474,466,7,0.015021459227467811
thomastown,145.006644,-37.684684000000004,449,11,0.024498886414253896
lalor,145.002679,-37.66607,167,5,0.029940119760479042
epping,145.02213700000001,-37.643598,545,9,0.01651376146788991
alphington,145.025853,-37.778298,50,1,0.02
fairfield,145.025853,-37.778298,111,0,0.0
ivanhoe,145.048573,-37.772675,89,0,0.0
ivanhoe east,145.048573,-37.772675,28,0,0.0
bellfield,145.046401,-37.743008,19,1,0.05263157894736842
heidelberg heights,145.046401,-37.743008,72,1,0.013888888888888888
heidelberg west,145.046401,-37.743008,86,1,0.011627906976744186
mill park,145.065658,-37.664858,176,5,0.028409090909090908
bundoora,145.056223,-37.701346,337,6,0.017804154302670624
kingsbury,145.056223,-37.701346,44,0,0.0
eaglemont,145.082685,-37.744406,34,1,0.029411764705882353
heidelberg,145.082685,-37.744406,131,1,0.007633587786259542
rosanna,145.082685,-37.744406,85,2,0.023529411764705882
viewbank,145.082685,-37.744406,28,1,0.03571428571428571
macleod,145.06988,-37.724398,44,0,0.0
yallambie,145.06988,-37.724398,25,1,0.04
watsonia,145.082426,-37.711787,35,0,0.0
watsonia north,145.082426,-37.711787,31,1,0.03225806451612903
briar hill,145.108339,-37.700175,13,1,0.07692307692307693
greensborough,145.108339,-37.700175,223,5,0.02242152466367713
st helena,145.1294801,-37.68949912,15,1,0.06666666666666667
diamond creek,145.15036899999998,-37.667713,104,3,0.028846153846153848
plenty,145.107802,-37.668408,26,2,0.07692307692307693
yarrambat,145.136688,-37.637478,35,1,0.02857142857142857
lower plenty,145.115208,-37.73919,38,1,0.02631578947368421
montmorency,145.124727,-37.719759,39,2,0.05128205128205128
eltham,145.158579,-37.713299,113,5,0.04424778761061947
eltham north,145.158579,-37.713299,25,1,0.04
research,145.158579,-37.713299,20,1,0.05
wattle glen,145.185826,-37.670851,19,0,0.0
kangaroo ground,145.22420400000001,-37.695254,50,1,0.02
watsons creek,145.22420400000001,-37.695254,7,0,0.0
arthurs creek,145.192854,-37.592101,18,5,0.2777777777777778
cottles bridge,145.192854,-37.592101,11,0,0.0
hurstbridge,145.192854,-37.592101,22,2,0.09090909090909091
nutfield,145.192854,-37.592101,4,0,0.0
strathewen,145.192854,-37.592101,6,0,0.0
kew,145.036575,-37.807396999999995,295,15,0.05084745762711865
kew east,145.05219,-37.793805,52,2,0.038461538461538464
balwyn,145.074116,-37.811738,69,3,0.043478260869565216
deepdene,145.0658595,-37.81141396,11,0,0.0
balwyn north,145.08171399999998,-37.793695,228,1,0.0043859649122807015
bulleen,145.08480600000001,-37.772477,106,3,0.02830188679245283
templestowe,145.142675,-37.758334999999995,119,2,0.01680672268907563
templestowe lower,145.110677,-37.765225,98,2,0.02040816326530612
doncaster,145.125797,-37.786429,217,4,0.018433179723502304
doncaster east,145.161649,-37.784786,167,1,0.005988023952095809
donvale,145.18633400000002,-37.794053999999996,91,2,0.02197802197802198
north warrandyte,145.204689,-37.752123,31,1,0.03225806451612903
warrandyte,145.204689,-37.752123,65,1,0.015384615384615385
park orchards,145.212599,-37.778595,30,1,0.03333333333333333
wonga park,145.26758600000002,-37.736734000000006,37,2,0.05405405405405406
chirnside park,145.313086,-37.737629,99,3,0.030303030303030304
burnley,145.00178799999998,-37.823303,71,1,0.014084507042253521
cremorne,145.00178799999998,-37.823303,71,1,0.014084507042253521
richmond,145.00178799999998,-37.823303,423,3,0.0070921985815602835
hawthorn,145.03060200000002,-37.822725,300,7,0.023333333333333334
hawthorn east,145.04941499999998,-37.829752,95,1,0.010526315789473684
camberwell,145.06819099999998,-37.840866999999996,224,6,0.026785714285714284
burwood,145.101,-37.851304999999996,168,3,0.017857142857142856
canterbury,145.075748,-37.827203000000004,85,3,0.03529411764705882
mont albert,145.097236,-37.825173,44,2,0.045454545454545456
surrey hills,145.097236,-37.825173,100,2,0.02
box hill,145.122393,-37.828866,154,2,0.012987012987012988
box hill south,145.122393,-37.828866,77,1,0.012987012987012988
box hill north,145.12508400000002,-37.806965000000005,116,7,0.0603448275862069
mont albert north,145.12508400000002,-37.806965000000005,38,0,0.0
blackburn,145.149653,-37.81805,111,5,0.04504504504504504
blackburn north,145.149653,-37.81805,72,2,0.027777777777777776
blackburn south,145.149653,-37.81805,68,1,0.014705882352941176
forest hill,145.174489,-37.817797999999996,104,1,0.009615384615384616
nunawading,145.174489,-37.817797999999996,156,3,0.019230769230769232
mitcham,145.196686,-37.819221999999996,103,1,0.009708737864077669
vermont,145.192303,-37.848786,57,2,0.03508771929824561
vermont south,145.192303,-37.848786,90,1,0.011111111111111112
ringwood,145.232557,-37.796091,343,7,0.02040816326530612
ringwood north,145.232557,-37.796091,38,3,0.07894736842105263
warrandyte south,145.232557,-37.796091,15,0,0.0
warranwood,145.232557,-37.796091,10,0,0.0
heathmont,145.248209,-37.819594,43,0,0.0
ringwood east,145.248209,-37.819594,87,3,0.034482758620689655
croydon,145.282396,-37.779876,304,9,0.029605263157894735
croydon hills,145.282396,-37.779876,11,0,0.0
croydon north,145.282396,-37.779876,25,0,0.0
croydon south,145.282396,-37.779876,62,2,0.03225806451612903
kilsyth,145.313346,-37.819364,81,1,0.012345679012345678
kilsyth south,145.313346,-37.819364,19,1,0.05263157894736842
mooroolbark,145.322794,-37.78391,125,4,0.032
beenak,145.53266599999998,-37.814506,4,0,0.0
don valley,145.53266599999998,-37.814506,2,0,0.0
hoddles creek,145.53266599999998,-37.814506,12,0,0.0
launching place,145.53266599999998,-37.814506,30,3,0.1
seville,145.53266599999998,-37.814506,32,0,0.0
seville east,145.53266599999998,-37.814506,12,0,0.0
wandin east,145.53266599999998,-37.814506,13,0,0.0
wandin north,145.53266599999998,-37.814506,43,1,0.023255813953488372
woori yallock,145.53266599999998,-37.814506,53,2,0.03773584905660377
yellingbo,145.53266599999998,-37.814506,42,3,0.07142857142857142
lilydale,145.36318500000002,-37.759153999999995,182,7,0.038461538461538464
south yarra,144.991264,-37.840678999999994,319,3,0.009404388714733543
toorak,145.017732,-37.84411,149,2,0.013422818791946308
armadale,145.01939299999998,-37.858918,92,5,0.05434782608695652
kooyong,145.034127,-37.857442999999996,19,2,0.10526315789473684
malvern,145.034127,-37.857442999999996,116,1,0.008620689655172414
caulfield east,145.049328,-37.873557,47,1,0.02127659574468085
malvern east,145.049328,-37.873557,293,11,0.03754266211604096
glen iris,145.05783300000002,-37.857116,213,6,0.028169014084507043
ashburton,145.09294599999998,-37.867864000000004,46,0,0.0
ashwood,145.09294599999998,-37.867864000000004,41,1,0.024390243902439025
chadstone,145.090149,-37.882562,120,2,0.016666666666666666
mount waverley,145.128118,-37.880748,350,9,0.025714285714285714
glen waverley,145.170841,-37.876968,369,9,0.024390243902439025
wheelers hill,145.170841,-37.876968,163,4,0.024539877300613498
burwood east,145.151119,-37.85523,103,2,0.019417475728155338
wantirna,145.22169499999998,-37.864951,161,7,0.043478260869565216
wantirna south,145.22169499999998,-37.864951,204,6,0.029411764705882353
bayswater,145.270141,-37.845116,118,6,0.05084745762711865
bayswater north,145.270141,-37.845116,122,4,0.03278688524590164
the basin,145.31784,-37.856009,31,0,0.0
boronia,145.284418,-37.861799,192,6,0.03125
ferntree gully,145.292895,-37.917932,227,4,0.01762114537444934
lysterfield,145.292895,-37.917932,89,5,0.056179775280898875
lysterfield south,145.292895,-37.917932,3,0,0.0
upper ferntree gully,145.292895,-37.917932,33,1,0.030303030303030304
upwey,145.324468,-37.910077,31,0,0.0
menzies creek,145.3892,-37.921894,12,3,0.25
selby,145.3892,-37.921894,13,1,0.07692307692307693
belgrave,145.350821,-37.935097,54,5,0.09259259259259259
belgrave heights,145.350821,-37.935097,2,0,0.0
belgrave south,145.350821,-37.935097,18,1,0.05555555555555555
tecoma,145.350821,-37.935097,22,0,0.0
caulfield north,145.019929,-37.873733,191,2,0.010471204188481676
caulfield,145.023394,-37.892139,70,1,0.014285714285714285
caulfield south,145.023394,-37.892139,86,4,0.046511627906976744
carnegie,145.05723700000001,-37.896497,106,1,0.009433962264150943
glen huntly,145.05723700000001,-37.896497,34,1,0.029411764705882353
murrumbeena,145.05723700000001,-37.896497,100,5,0.05
dandenong south,145.23738,-38.02243,390,9,0.023076923076923078
bentleigh east,145.059426,-37.922369,207,6,0.028985507246376812
hughesdale,145.089719,-37.902805,75,0,0.0
huntingdale,145.089719,-37.902805,25,0,0.0
oakleigh,145.089719,-37.902805,153,4,0.026143790849673203
oakleigh east,145.089719,-37.902805,54,0,0.0
oakleigh south,145.087614,-37.923345,153,4,0.026143790849673203
clayton,145.12665,-37.91342,330,3,0.00909090909090909
notting hill,145.12665,-37.91342,30,0,0.0
clarinda,145.115271,-37.945149,46,2,0.043478260869565216
clayton south,145.115271,-37.945149,128,6,0.046875
mulgrave,145.16785900000002,-37.920945,332,7,0.02108433734939759
springvale,145.15678300000002,-37.944608,323,10,0.030959752321981424
dingley village,145.13465,-37.975981,114,1,0.008771929824561403
springvale south,145.13465,-37.975981,82,2,0.024390243902439025
keysborough,145.164863,-38.006771,303,8,0.026402640264026403
noble park,145.17877,-37.966218,234,7,0.029914529914529916
noble park north,145.17877,-37.966218,75,1,0.013333333333333334
bangholme,145.208504,-38.016114,78,0,0.0
dandenong,145.208504,-38.016114,546,13,0.023809523809523808
dandenong north,145.208504,-38.016114,280,8,0.02857142857142857
doveton,145.23746200000002,-37.990984999999995,104,4,0.038461538461538464
eumemmerring,145.23746200000002,-37.990984999999995,34,0,0.0
rowville,145.24158899999998,-37.924431,244,10,0.040983606557377046
scoresby,145.222634,-37.897137,104,6,0.057692307692307696
knoxfield,145.246731,-37.893263,72,4,0.05555555555555555
prahran,144.995504,-37.854683,197,5,0.025380710659898477
windsor,144.995504,-37.854683,126,1,0.007936507936507936
st kilda,144.979478,-37.865322,347,14,0.040345821325648415
st kilda west,144.979478,-37.865322,28,2,0.07142857142857142
balaclava,144.99902600000001,-37.869071999999996,55,2,0.03636363636363636
st kilda east,144.99902600000001,-37.869071999999996,120,1,0.008333333333333333
elwood,144.984034,-37.881414,132,3,0.022727272727272728
elsternwick,145.002571,-37.891841,103,1,0.009708737864077669
gardenvale,145.002571,-37.891841,18,0,0.0
ripponlea,145.002571,-37.891841,22,1,0.045454545454545456
brighton,144.996329,-37.915065999999996,303,8,0.026402640264026403
brighton east,145.013593,-37.925371000000005,144,4,0.027777777777777776
hampton,145.007238,-37.938889,79,2,0.02531645569620253
hampton east,145.007238,-37.938889,34,1,0.029411764705882353
moorabbin,145.047802,-37.942021000000004,146,3,0.02054794520547945
highett,145.038147,-37.951394,102,2,0.0196078431372549
sandringham,145.013472,-37.956585,76,1,0.013157894736842105
cheltenham,145.0623,-37.965655,281,2,0.0071174377224199285
beaumaris,145.031561,-37.978698,73,5,0.0684931506849315
black rock,145.031561,-37.978698,48,0,0.0
mentone,145.06735600000002,-37.985059,171,2,0.011695906432748537
moorabbin airport,145.06735600000002,-37.985059,33,0,0.0
aspendale,145.104105,-38.007024,52,4,0.07692307692307693
aspendale gardens,145.104105,-38.007024,52,2,0.038461538461538464
braeside,145.104105,-38.007024,59,2,0.03389830508474576
mordialloc,145.104105,-38.007024,106,1,0.009433962264150943
parkdale,145.104105,-38.007024,63,1,0.015873015873015872
waterways,145.104105,-38.007024,17,1,0.058823529411764705
bonbeach,145.12276200000002,-38.046479,30,2,0.06666666666666667
chelsea,145.12276200000002,-38.046479,70,3,0.04285714285714286
chelsea heights,145.12276200000002,-38.046479,58,1,0.017241379310344827
edithvale,145.12276200000002,-38.046479,54,2,0.037037037037037035
carrum,145.13411100000002,-38.072748,36,0,0.0
patterson lakes,145.13411100000002,-38.072748,47,4,0.0851063829787234
seaford,145.137811,-38.103194,211,11,0.052132701421800945
frankston,145.135961,-38.162578,401,14,0.034912718204488775
frankston south,145.135961,-38.162578,81,9,0.1111111111111111
frankston north,145.157574,-38.126458,50,1,0.02
carrum downs,145.177905,-38.092874,274,5,0.01824817518248175
heatherton,145.09269799999998,-37.960555,65,1,0.015384615384615385
bentleigh,145.036783,-37.916956,138,3,0.021739130434782608
mckinnon,145.036783,-37.916956,24,0,0.0
ormond,145.036783,-37.916956,76,1,0.013157894736842105
south melbourne,144.958176,-37.831693,264,6,0.022727272727272728
albert park,144.95086,-37.846534000000005,109,1,0.009174311926605505
middle park,144.95086,-37.846534000000005,44,1,0.022727272727272728
port melbourne,144.91804399999998,-37.832179,283,4,0.014134275618374558
little river,144.498479,-37.943585999999996,39,6,0.15384615384615385
avalon,144.422666,-38.039958,22,3,0.13636363636363635
lara,144.422666,-38.039958,105,3,0.02857142857142857
point wilson,144.422666,-38.039958,9,0,0.0
anakie,144.2894,-37.9406,16,0,0.0
batesford,144.2779,-38.091,19,0,0.0
lovely banks,144.32235780000002,-38.04070313,30,2,0.06666666666666667
moorabool,144.2771,-38.038000000000004,10,2,0.2
corio,144.352385,-38.084781,199,4,0.020100502512562814
norlane,144.352385,-38.084781,148,9,0.060810810810810814
north shore,144.352385,-38.084781,12,1,0.08333333333333333
bell park,144.33452,-38.111002,63,2,0.031746031746031744
bell post hill,144.33452,-38.111002,26,0,0.0
drumcondra,144.33452,-38.111002,9,0,0.0
hamlyn heights,144.33452,-38.111002,46,2,0.043478260869565216
north geelong,144.33452,-38.111002,119,5,0.04201680672268908
rippleside,144.33452,-38.111002,7,0,0.0
belmont,144.334005,-38.215906,218,6,0.027522935779816515
freshwater creek,144.334005,-38.215906,23,5,0.21739130434782608
grovedale,144.334005,-38.215906,126,2,0.015873015873015872
highton,144.334005,-38.215906,91,4,0.04395604395604396
marshall,144.334005,-38.215906,20,2,0.1
mount duneed,144.334005,-38.215906,56,3,0.05357142857142857
wandana heights,144.334005,-38.215906,13,1,0.07692307692307693
waurn ponds,144.334005,-38.215906,45,1,0.022222222222222223
armstrong creek,144.3707843,-38.23413976,33,1,0.030303030303030304
charlemont,144.3683696,-38.21558906,12,0,0.0
fyansford,144.28948830000002,-38.13028025,29,1,0.034482758620689655
geelong west,144.33098600000002,-38.138728,101,2,0.019801980198019802
herne hill,144.33098600000002,-38.138728,13,0,0.0
manifold heights,144.33098600000002,-38.138728,38,1,0.02631578947368421
murgheboluc,144.14182150000002,-38.09450396,8,0,0.0
stonehaven,144.22344099999998,-38.122044200000005,8,1,0.125
breakwater,144.389533,-38.17277,48,1,0.020833333333333332
east geelong,144.389533,-38.17277,69,1,0.014492753623188406
newcomb,144.389533,-38.17277,57,3,0.05263157894736842
st albans park,144.389533,-38.17277,22,2,0.09090909090909091
thomson,144.389533,-38.17277,29,0,0.0
whittington,144.389533,-38.17277,24,1,0.041666666666666664
geelong,144.34652,-38.157038,322,9,0.027950310559006212
newtown,144.34652,-38.157038,111,6,0.05405405405405406
south geelong,144.34652,-38.157038,73,3,0.0410958904109589
barrabool,144.427419,-38.181608000000004,4,0,0.0
bellarine,144.427419,-38.181608000000004,7,2,0.2857142857142857
ceres,144.427419,-38.181608000000004,4,1,0.25
gnarwarre,144.427419,-38.181608000000004,2,0,0.0
kennett river,144.427419,-38.181608000000004,4,0,0.0
moolap,144.427419,-38.181608000000004,65,5,0.07692307692307693
separation creek,144.427419,-38.181608000000004,11,0,0.0
staughton vale,144.427419,-38.181608000000004,4,0,0.0
sugarloaf,144.427419,-38.181608000000004,2,0,0.0
wallington,144.427419,-38.181608000000004,19,3,0.15789473684210525
wongarra,144.427419,-38.181608000000004,6,0,0.0
wye river,144.427419,-38.181608000000004,10,1,0.1
clifton springs,144.57298899999998,-38.209921,20,2,0.1
curlewis,144.57298899999998,-38.209921,17,3,0.17647058823529413
drysdale,144.57298899999998,-38.209921,43,1,0.023255813953488372
mannerim,144.57298899999998,-38.209921,11,1,0.09090909090909091
marcus hill,144.57298899999998,-38.209921,4,0,0.0
indented head,144.668477,-38.147989,2,0,0.0
portarlington,144.668477,-38.147989,30,1,0.03333333333333333
st leonards,144.668477,-38.147989,18,2,0.1111111111111111
leopold,144.462401,-38.202905,64,1,0.015625
point lonsdale,144.614191,-38.271074,16,2,0.125
queenscliff,144.614191,-38.271074,11,0,0.0
swan bay,144.614191,-38.271074,2,1,0.5
ocean grove,144.523761,-38.263811,59,5,0.0847457627118644
barwon heads,144.40814,-38.263052,19,0,0.0
breamlea,144.40814,-38.263052,1,1,1.0
connewarre,144.40814,-38.263052,34,1,0.029411764705882353
bellbrae,144.299978,-38.307545000000005,23,2,0.08695652173913043
bells beach,144.299978,-38.307545000000005,3,0,0.0
jan juc,144.299978,-38.307545000000005,12,0,0.0
torquay,144.299978,-38.307545000000005,84,3,0.03571428571428571
anglesea,144.176397,-38.409363,77,1,0.012987012987012988
aireys inlet,144.106892,-38.459435,5,0,0.0
big hill,144.00792990000002,-38.47820971,17,1,0.058823529411764705
eastern view,144.106892,-38.459435,5,0,0.0
moggs creek,144.106892,-38.459435,1,0,0.0
lorne,143.970167,-38.544977,50,2,0.04
apollo bay,143.671777,-38.679417,26,0,0.0
cape otway,143.671777,-38.679417,13,1,0.07692307692307693
marengo,143.671777,-38.679417,1,0,0.0
skenes creek,143.671777,-38.679417,13,0,0.0
skenes creek north,143.671777,-38.679417,9,0,0.0
benwerrin,143.924288,-38.411964000000005,9,0,0.0
boonah,143.97968899999998,-38.42875898,5,0,0.0
deans marsh,143.924288,-38.411964000000005,11,0,0.0
pennyroyal,143.924288,-38.411964000000005,1,0,0.0
forrest,143.71238400000001,-38.521903,5,0,0.0
mount sabine,143.71238400000001,-38.521903,1,0,0.0
beech forest,143.474392,-38.716838,8,1,0.125
gellibrand lower,143.474392,-38.716838,9,0,0.0
wattle hill,143.474392,-38.716838,6,0,0.0
weeaproinah,143.474392,-38.716838,3,0,0.0
wyelangta,143.474392,-38.716838,2,0,0.0
yuulong,143.474392,-38.716838,24,0,0.0
glenaire,143.429978,-38.781787,11,1,0.09090909090909091
hordern vale,143.429978,-38.781787,7,0,0.0
johanna,143.429978,-38.781787,2,0,0.0
lavers hill,143.429978,-38.781787,10,1,0.1
carlisle river,143.448102,-38.564014,11,0,0.0
chapple vale,143.448102,-38.564014,2,0,0.0
gellibrand,143.448102,-38.564014,9,0,0.0
kennedys creek,143.448102,-38.564014,2,0,0.0
buckley,144.17441100000002,-38.263005,9,1,0.1111111111111111
gherang,144.17441100000002,-38.263005,8,0,0.0
modewarre,144.17441100000002,-38.263005,4,1,0.25
moriac,144.17441100000002,-38.263005,4,0,0.0
mount moriac,144.17441100000002,-38.263005,27,0,0.0
paraparap,144.17441100000002,-38.263005,3,0,0.0
bambra,143.892824,-38.20363,12,0,0.0
ombersley,143.892824,-38.20363,2,1,0.5
wensleydale,143.892824,-38.20363,23,0,0.0
winchelsea,143.892824,-38.20363,38,5,0.13157894736842105
winchelsea south,143.892824,-38.20363,3,0,0.0
wurdiboluc,143.892824,-38.20363,6,0,0.0
birregurra,143.740326,-38.346703999999995,26,1,0.038461538461538464
barwon downs,143.82588,-38.364034000000004,16,0,0.0
gerangamete,143.82588,-38.364034000000004,5,0,0.0
murroon,143.82588,-38.364034000000004,6,0,0.0
warncoort,143.82588,-38.364034000000004,12,1,0.08333333333333333
whoorel,143.82588,-38.364034000000004,1,0,0.0
balintore,143.557159,-38.388290999999995,1,0,0.0
barongarook,143.557159,-38.388290999999995,5,1,0.2
barongarook west,143.557159,-38.388290999999995,5,0,0.0
barramunga,143.557159,-38.388290999999995,13,0,0.0
coragulac,143.557159,-38.388290999999995,1,0,0.0
dreeite south,143.557159,-38.388290999999995,1,0,0.0
irrewarra,143.557159,-38.388290999999995,10,1,0.1
irrewillipe,143.557159,-38.388290999999995,9,1,0.1111111111111111
irrewillipe east,143.557159,-38.388290999999995,2,0,0.0
kawarren,143.557159,-38.388290999999995,10,0,0.0
larpent,143.557159,-38.388290999999995,7,1,0.14285714285714285
nalangil,143.557159,-38.388290999999995,6,0,0.0
ondit,143.557159,-38.388290999999995,1,0,0.0
pirron yallock,143.557159,-38.388290999999995,5,0,0.0
swan marsh,143.557159,-38.388290999999995,2,0,0.0
tanybryn,143.557159,-38.388290999999995,19,0,0.0
warrion,143.557159,-38.388290999999995,2,1,0.5
yeo,143.557159,-38.388290999999995,4,1,0.25
yeodene,143.557159,-38.388290999999995,1,0,0.0
